Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GAP,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Steps,Decompression,Best Lap Time,Number of Laps,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2024-09-26 12:06:53,True,Hangzhou Running,10.01,618,00:45:35,147,165,3.3,172,179,4:33,3:04,43,34,1.32,7.5,9.8,243,4:22,364,0.0,360,517,"7,824",No,00:00:01.4,11,00:45:33,00:51:39,11,34
Running,2024-09-25 11:16:56,True,Hangzhou Running,9.4,612,00:43:53,152,170,3.4,174,188,4:40,2:49,40,39,1.32,7.3,9.7,239,4:19,365,0.0,361,540,"7,618",No,00:01:51.5,10,00:43:49,00:51:58,12,32
Running,2024-09-22 12:46:00,True,Running,20.02,"1,251",01:26:01,162,174,4.9,174,186,4:18,3:12,50,50,1.35,7.2,9.7,235,4:14,367,0.0,366,512,"14,988",No,00:00:05.1,21,01:25:52,01:52:10,9,33
Running,2024-09-21 13:07:16,True,Hangzhou Running,10.01,620,00:45:14,150,169,3.4,173,179,4:31,2:49,40,25,1.31,7.5,9.7,243,4:24,358,0.0,356,544,"7,784",No,00:00:02.4,11,00:45:11,00:59:22,12,34
Running,2024-09-20 11:46:44,True,Running,10.01,674,00:45:56,169,183,3.9,170,177,4:35,2:53,33,27,1.30,7.6,9.9,247,4:31,347,0.0,346,537,"7,816",No,00:00:00.8,11,00:45:54,01:21:26,2,25
Running,2024-09-18 09:43:24,True,Hangzhou Running,10.01,665,00:44:16,173,184,4.3,173,179,4:25,3:59,7,15,1.30,7.4,9.6,240,4:25,352,0.0,350,428,"7,644",No,00:00:01.8,11,00:44:09,01:08:03,20,40
Running,2024-09-17 09:45:20,True,Hangzhou Running,10.01,632,00:43:32,161,180,3.6,172,179,4:21,3:18,38,23,1.34,7.4,9.8,241,4:18,369,0.0,365,539,"7,482",No,00:00:01.1,11,00:43:19,01:10:52,8,30
Running,2024-09-16 13:21:43,True,Hangzhou Running,10.01,619,00:43:28,158,172,3.7,171,184,4:21,3:41,8,20,1.34,7.4,9.9,240,4:20,360,0.0,358,462,"7,470",No,00:00:02.5,11,00:43:15,01:03:29,14,36
Running,2024-09-15 11:41:53,True,Hangzhou Running,10.0,643,00:43:48,164,184,3.8,174,186,4:23,3:18,42,26,1.33,7.3,9.6,237,4:11,368,0.0,361,497,"7,640",No,00:00:01.5,11,00:43:47,01:17:31,4,27
Running,2024-09-14 11:27:09,True,Hangzhou Running,10.0,680,00:48:19,157,181,3.7,172,186,4:50,3:02,43,34,1.29,7.6,9.7,244,4:19,352,0.0,344,568,"8,322",No,00:04:15.4,10,00:48:09,01:09:09,-1,22
Running,2024-09-14 11:25:37,True,Running,0.01,--,00:00:02.8,84,84,0.0,--,--,9:21,13:14,--,--,--,--,--,--,--,--,0.0,--,--,4,No,00:00:02.8,1,00:00:02.8,00:00:02.8,23,23
Running,2024-09-11 12:40:14,True,Hangzhou Running,6.0,419,00:29:22,162,180,3.5,169,175,4:54,4:23,24,21,1.21,8.0,9.6,256,4:42,320,0.0,315,389,"4,962",No,00:04:43.9,6,00:29:16,00:51:20,21,39
Running,2024-09-10 20:28:00,True,Running,10.0,652,00:48:58,151,170,3.5,169,179,4:54,1:45,56,46,1.26,7.9,9.8,252,4:41,349,0.0,341,848,"8,286",No,00:00:01.1,11,00:48:55,00:56:32,12,39
Running,2024-09-09 09:43:05,True,Hangzhou Running,5.6,381,00:26:48,162,178,3.4,173,180,4:47,3:04,50,35,1.29,7.5,9.7,243,4:24,370,0.0,360,561,"4,618",No,00:02:37.3,6,00:26:41,00:26:48,17,33
Running,2024-04-12 18:10:52,True,Hangzhou Running,10.05,639,00:43:40,150,168,3.6,170,179,4:21,3:49,52,44,1.35,7.5,10.2,245,4:20,371,0.0,365,509,"7,418",No,00:00:14.0,11,00:43:24,00:43:40,6,20
Running,2024-04-09 14:38:38,True,Hangzhou Running,10.01,643,00:41:49,161,175,3.7,173,179,4:11,3:09,52,44,1.38,7.2,10.0,236,4:09,384,0.0,380,509,"7,200",No,00:00:01.6,11,00:41:47,00:41:49,-20,-8
Running,2024-04-08 17:26:14,True,Hangzhou Running,11.01,711,00:48:04,156,171,3.7,172,177,4:22,3:58,40,36,1.33,7.4,9.9,242,4:20,365,0.0,362,485,"8,254",No,00:00:02.4,12,00:48:00,00:48:04,6,16
Running,2024-04-06 20:52:55,True,Hangzhou Running,10.01,659,00:45:17,153,168,3.4,170,177,4:31,3:56,47,43,1.31,7.7,10.0,249,4:29,357,0.0,352,473,"7,672",No,00:00:02.3,11,00:45:14,00:45:17,4,16
Running,2024-04-05 08:17:03,True,Hangzhou Running,15.01,936,01:07:28,148,164,3.4,173,180,4:30,3:39,76,73,1.29,7.5,9.7,244,4:28,356,0.0,352,484,"11,620",No,00:00:02.1,16,01:07:23,01:07:28,3,14
Running,2024-04-01 18:10:01,True,Hangzhou Running,10.01,611,00:47:17,138,151,2.8,167,188,4:43,4:13,23,21,1.27,7.9,10.0,254,4:42,335,0.0,333,397,"7,916",No,00:00:01.3,11,00:47:05,01:09:50,0,10
Running,2024-03-31 18:13:48,True,Hangzhou Running,10.01,653,00:45:16,153,170,3.3,166,183,4:31,3:44,39,39,1.32,7.7,10.1,249,4:29,355,0.0,348,511,"7,614",No,00:00:02.2,11,00:45:01,00:46:04,3,13
Running,2024-03-30 14:59:13,True,Hangzhou Running,15.01,"1,029",01:07:00,168,182,4.3,170,176,4:28,3:53,62,69,1.32,7.5,9.9,245,4:26,360,0.0,355,491,"11,418",No,00:00:02.1,16,01:06:54,01:12:59,4,16
Running,2024-03-28 15:56:18,True,Hangzhou Running,15.01,967,01:06:40,154,172,3.8,171,178,4:27,3:33,66,62,1.32,7.5,9.9,245,4:26,360,0.0,356,497,"11,392",No,00:00:02.3,16,01:06:36,01:14:31,-1,9
Running,2024-03-26 18:04:46,True,Hangzhou Running,10.0,630,00:46:40,146,158,3.0,169,230,4:40,3:53,41,39,1.26,7.7,9.8,250,4:37,342,0.0,339,479,"7,932",No,00:00:00.8,11,00:46:34,00:49:27,-3,7
Running,2024-03-23 17:03:03,True,Hangzhou Running,10.01,631,00:44:59,151,161,3.2,169,176,4:30,3:56,19,15,1.32,7.6,10.0,247,4:29,349,0.0,349,424,"7,604",No,00:00:01.9,11,00:44:54,00:49:51,4,13
Running,2024-03-22 17:26:10,True,Hangzhou Running,10.01,631,00:42:16,158,175,3.6,171,179,4:13,3:43,44,43,1.38,7.3,10.1,239,4:12,381,0.0,375,522,"7,246",No,00:00:01.8,11,00:42:13,00:42:16,3,12
Running,2024-03-21 16:52:31,True,Hangzhou Running,10.0,620,00:45:57,148,164,3.1,166,179,4:36,3:23,20,22,1.29,7.6,9.8,247,4:35,342,0.0,339,457,"7,762",No,00:04:22.6,10,00:45:43,01:15:54,16,24
Running,2024-03-20 16:51:26,True,Hangzhou Running,10.0,608,00:45:53,143,153,3.0,168,207,4:35,3:37,24,26,1.3,7.6,9.9,248,4:31,346,0.0,342,434,"7,764",No,00:04:23.2,10,00:45:16,01:09:39,0,9
Running,2024-03-19 17:47:22,True,Hangzhou Running,10.0,613,00:46:01,145,159,3.1,167,209,4:36,4:01,24,23,1.29,7.7,10.0,250,4:35,340,0.0,339,420,"7,736",No,00:00:02.0,11,00:45:51,01:03:04,1,8
Running,2024-03-18 19:03:53,True,Hangzhou Running,10.0,625,00:47:35,145,157,3.0,172,182,4:45,3:58,49,46,1.22,7.8,9.6,251,4:44,335,0.0,332,451,"8,150",No,00:00:00.2,11,00:47:33,00:47:35,2,17
Running,2024-03-17 13:27:42,True,Hangzhou Running,10.01,643,00:44:17,157,171,3.5,172,183,4:25,4:04,52,52,1.31,7.5,9.8,242,4:23,363,0.0,357,479,"7,634",No,00:00:01.4,11,00:44:16,00:44:17,0,12
Running,2024-03-16 17:24:47,True,Hangzhou Running,10.01,609,00:43:03,153,169,3.4,171,179,4:18,3:46,13,13,1.36,7.3,9.9,240,4:16,366,0.0,364,426,"7,378",No,00:00:01.4,11,00:42:50,00:44:22,3,7
Running,2024-03-15 16:30:58,True,Hangzhou Running,10.01,656,00:45:21,158,173,3.4,172,184,4:32,3:29,49,45,1.28,7.6,9.6,245,4:30,352,0.0,348,496,"7,808",No,00:00:02.5,11,00:45:16,00:54:10,6,17
Running,2024-03-14 14:45:25,True,Running,10.01,662,00:44:21,164,176,3.7,174,181,4:26,3:48,45,43,1.29,7.4,9.6,241,4:24,359,0.0,354,490,"7,702",No,00:00:02.4,11,00:44:18,00:44:21,-1,11
Running,2024-03-13 15:08:06,True,Hangzhou Running,10.0,650,00:45:58,156,169,3.1,172,186,4:36,4:04,49,49,1.26,7.6,9.6,246,4:36,348,0.0,344,468,"7,902",No,00:04:16.4,10,00:45:50,01:09:26,9,20
Running,2024-03-12 15:16:01,True,Hangzhou Running,10.0,653,00:41:53,170,182,4.0,173,180,4:11,3:41,55,57,1.38,7.2,9.9,236,4:10,382,0.0,376,505,"7,248",No,00:00:00.8,11,00:41:39,00:41:53,5,15
Running,2024-03-11 18:56:15,True,Hangzhou Running,10.01,622,00:45:24,149,169,3.3,172,179,4:32,3:58,48,46,1.28,7.6,9.7,246,4:30,353,0.0,348,489,"7,794",No,00:00:01.6,11,00:45:22,00:45:24,7,18
Running,2024-03-10 17:45:38,True,Hangzhou Running,10.01,651,00:46:31,154,175,3.4,173,189,4:39,4:04,50,46,1.25,7.7,9.5,247,4:36,343,0.0,339,490,"8,024",No,00:00:01.9,11,00:46:14,00:47:47,3,15
Running,2024-03-09 15:38:39,True,Hangzhou Running,10.01,683,00:45:50,166,178,3.5,172,180,4:35,4:01,17,14,1.27,7.6,9.6,245,4:33,344,0.0,342,412,"7,888",No,00:00:01.9,11,00:45:43,00:57:47,5,10
Running,2024-03-08 14:32:17,True,Hangzhou Running,10.0,596,00:43:16,149,158,3.2,171,184,4:20,3:50,47,45,1.35,7.4,9.9,241,4:20,369,0.0,363,523,"7,424",No,00:00:00.7,11,00:43:07,00:43:16,1,10
Running,2024-03-07 15:58:59,True,Hangzhou Running,10.01,636,00:42:55,160,177,3.7,169,182,4:17,3:28,47,44,1.38,7.5,10.3,244,4:16,377,0.0,371,501,"7,248",No,00:00:02.7,11,00:42:53,00:42:55,10,21
Running,2024-03-05 17:10:19,True,Hangzhou Running,10.0,668,00:46:15,161,191,3.5,171,179,4:38,3:41,46,49,1.27,7.7,9.7,248,4:35,353,0.0,348,489,"7,902",No,00:04:25.5,10,00:46:07,00:51:27,5,19
Running,2024-03-04 18:40:47,True,Hangzhou Running,10.01,666,00:47:35,156,169,3.4,171,177,4:45,4:08,46,43,1.23,7.8,9.6,251,4:43,339,0.0,333,462,"8,134",No,00:00:01.1,11,00:47:18,00:47:35,-4,7
Running,2024-03-03 14:43:58,True,Hangzhou Running,10.01,672,00:46:07,160,171,3.6,170,181,4:36,3:55,33,30,1.28,7.7,9.9,249,4:34,348,0.0,345,492,"7,834",No,00:00:01.3,11,00:45:56,00:46:58,2,12
Running,2024-02-29 16:32:45,True,Hangzhou Running,10.1,619,00:43:16,159,180,3.4,171,184,4:17,1:24,53,56,1.26,7.7,9.7,249,4:28,354,0.0,335,"1,270","7,386",No,00:00:28.5,11,00:42:18,00:50:28,1,20
Running,2024-02-19 13:03:23,True,Hangzhou Running,10.01,681,00:46:27,167,181,3.5,169,191,4:38,3:52,23,25,1.28,7.7,9.9,250,4:37,342,0.0,341,436,"7,870",No,00:00:01.7,11,00:46:15,00:57:24,10,20
Running,2024-02-18 16:14:06,True,Hangzhou Running,10.01,682,00:44:17,171,185,3.9,170,178,4:25,3:42,42,45,1.33,7.6,10.0,246,4:24,363,0.0,358,495,"7,512",No,00:00:01.6,11,00:44:15,00:44:26,-3,7
Running,2024-02-16 12:41:00,True,Hangzhou Running,10.01,668,00:45:03,160,172,3.4,171,177,4:30,3:54,49,37,1.3,7.6,9.8,245,4:27,359,0.0,355,485,"7,720",No,00:00:03.1,11,00:44:56,01:06:38,4,24
Running,2024-02-12 12:33:05,True,Hangzhou Running,10.0,711,00:45:33,168,180,3.5,173,178,4:33,3:48,51,42,1.27,7.5,9.5,244,4:30,367,0.0,363,486,"7,870",No,00:00:00.8,11,00:45:30,00:54:34,4,19
Running,2024-02-11 15:06:45,True,Hangzhou Running,10.06,696,00:42:47,168,181,3.9,173,179,4:15,3:48,44,44,1.36,7.2,9.8,237,4:15,392,0.0,386,533,"7,402",No,00:00:16.1,11,00:42:33,00:42:47,-1,10
Running,2024-02-10 12:42:36,True,Hangzhou Running,10.01,698,00:44:05,164,178,3.7,172,181,4:24,3:38,47,40,1.3,7.3,9.6,240,4:23,381,0.0,375,517,"7,646",No,00:00:01.5,11,00:43:58,00:44:05,2,14
Running,2024-01-30 10:48:10,True,Hangzhou Running,10.01,687,00:44:57,158,174,3.5,174,181,4:29,4:03,45,39,1.28,7.4,9.5,243,4:27,371,0.0,367,512,"7,774",No,00:00:02.9,11,00:44:55,00:44:57,1,13
Running,2024-01-16 10:32:01,True,Hangzhou Running,10.01,683,00:45:48,157,172,3.3,173,179,4:34,4:12,56,51,1.27,7.5,9.5,245,4:32,367,0.0,362,510,"7,892",No,00:00:02.6,11,00:45:39,00:45:48,2,15
Running,2024-01-14 11:22:52,True,Hangzhou Running,10.01,671,00:44:00,156,170,3.4,173,180,4:24,3:23,52,46,1.31,7.4,9.7,241,4:21,381,0.0,376,505,"7,612",No,00:00:02.0,11,00:43:57,00:44:00,1,14
Running,2024-06-08 11:35:16,True,Hangzhou Running,10.01,675,00:43:52,161,174,3.7,172,179,4:23,4:02,21,20,1.32,7.4,9.8,241,4:23,358,0.0,356,437,"7,566",No,00:00:01.2,11,00:43:46,00:46:51,5,14
Running,2024-06-07 14:26:29,True,Hangzhou Running,10.0,666,00:45:42,149,162,3.4,170,182,4:34,3:41,24,20,1.29,7.5,9.7,244,4:31,346,0.0,342,457,"7,816",No,00:00:01.9,11,00:45:13,01:14:00,4,19
Running,2024-06-06 20:33:46,True,Running,10.01,659,00:46:31,148,161,3.3,168,174,4:39,4:11,28,30,1.28,7.9,10.1,254,4:39,342,0.0,340,449,"7,806",No,00:00:01.9,11,00:46:27,00:46:31,4,13
Running,2024-06-04 20:09:27,True,Hangzhou Running,10.0,656,00:44:54,149,176,3.6,170,184,4:29,3:36,37,35,1.31,7.6,9.9,247,4:28,356,0.0,351,488,"7,642",No,00:00:01.9,11,00:44:49,00:46:46,2,13
Running,2024-06-03 19:34:26,True,Hangzhou Running,10.01,671,00:47:07,148,161,3.4,169,182,4:42,4:06,30,30,1.26,7.9,9.9,254,4:41,340,0.0,335,455,"7,946",No,00:00:02.3,11,00:47:04,00:47:07,6,16
Running,2024-06-02 20:10:43,True,Hangzhou Running,10.01,664,00:48:18,145,159,3.2,169,177,4:50,4:05,36,31,1.23,8.0,9.8,255,4:48,331,0.0,328,432,"8,154",No,00:00:02.6,11,00:48:13,00:49:37,5,15
Running,2024-06-01 12:54:33,True,Hangzhou Running,10.0,669,00:43:38,156,171,3.7,173,183,4:22,3:44,47,44,1.32,7.4,9.8,241,4:20,366,0.0,361,496,"7,532",No,00:00:00.7,11,00:43:36,00:43:38,6,17
Running,2024-05-29 20:39:16,True,Hangzhou Running,10.01,632,00:46:55,140,154,3.0,169,181,4:41,4:12,43,42,1.26,7.8,9.8,252,4:40,341,0.0,337,467,"7,942",No,00:00:01.9,11,00:46:50,00:56:48,7,18
Running,2024-05-28 19:11:08,True,Hangzhou Running,10.02,660,00:44:03,153,163,3.6,171,181,4:24,4:04,11,14,1.33,7.5,9.9,243,4:23,356,0.0,354,401,"7,546",No,00:00:02.8,11,00:43:56,00:45:06,4,11
Running,2024-05-27 16:33:03,True,Hangzhou Running,10.01,628,00:44:20,142,153,3.3,171,181,4:26,3:41,42,43,1.32,7.6,10.0,245,4:25,367,0.0,362,506,"7,560",No,00:00:01.9,11,00:44:11,00:44:20,2,13
Running,2024-05-24 19:03:42,True,Hangzhou Running,10.0,684,00:44:57,159,171,3.7,168,176,4:30,3:43,33,36,1.32,7.7,10.2,250,4:28,358,0.0,354,465,"7,560",No,00:00:01.2,11,00:44:51,00:45:03,3,13
Running,2024-05-23 20:37:20,True,Hangzhou Running,10.0,658,00:46:52,146,161,3.2,169,176,4:41,4:19,46,47,1.26,7.9,9.9,253,4:40,343,0.0,339,459,"7,908",No,00:00:01.2,11,00:46:51,00:46:52,6,15
Running,2024-05-22 20:33:31,True,Hangzhou Running,10.0,651,00:46:28,146,158,3.2,170,177,4:39,3:54,37,35,1.27,7.8,9.9,251,4:37,345,0.0,341,474,"7,882",No,00:00:01.3,11,00:46:25,00:47:05,10,21
Running,2024-05-21 18:19:54,True,Hangzhou Running,10.01,644,00:43:39,153,165,3.5,171,179,4:22,3:49,17,16,1.34,7.4,9.9,242,4:21,361,0.0,358,441,"7,484",No,00:00:02.6,11,00:43:35,00:46:22,4,9
Running,2024-05-20 17:05:21,True,Hangzhou Running,10.01,665,00:44:18,157,171,3.6,171,177,4:26,4:07,42,44,1.32,7.6,10.0,245,4:25,361,0.0,357,475,"7,562",No,00:00:01.6,11,00:44:16,00:44:18,5,15
Running,2024-05-19 08:20:13,True,Hangzhou Running,10.01,694,00:44:27,166,180,3.9,170,177,4:27,3:41,37,39,1.32,7.6,10.0,246,4:25,360,0.0,357,454,"7,550",No,00:00:01.1,11,00:44:24,00:44:27,1,12
Running,2024-05-17 15:10:49,True,Hangzhou Running,10.01,677,00:43:48,164,176,3.8,171,177,4:23,3:50,35,33,1.33,7.5,9.9,243,4:22,365,0.0,362,483,"7,498",No,00:00:01.9,11,00:43:45,00:49:39,4,13
Running,2024-05-16 13:11:15,True,Hangzhou Running,10.01,657,00:43:57,156,165,3.5,172,178,4:23,3:49,22,15,1.32,7.4,9.8,242,4:22,359,0.0,358,421,"7,556",No,00:00:02.1,11,00:43:46,00:45:53,5,15
Running,2024-05-15 20:52:03,True,Hangzhou Running,10.01,658,00:45:29,149,172,3.5,170,180,4:33,3:33,43,41,1.29,7.7,9.9,249,4:31,354,0.0,348,530,"7,728",No,00:00:01.7,11,00:45:22,00:45:29,7,16
Running,2024-05-14 19:05:35,True,Hangzhou Running,10.01,635,00:48:16,138,153,3.0,169,177,4:49,4:12,31,32,1.23,7.9,9.7,253,4:47,330,0.0,326,439,"8,174",No,00:00:02.8,11,00:48:01,00:49:56,0,10
Running,2024-01-13 14:20:35,True,Hangzhou Running,10.01,683,00:42:57,163,175,3.6,172,181,4:18,3:41,48,43,1.36,7.3,9.9,240,4:14,392,0.0,386,536,"7,364",No,00:00:01.6,11,00:42:50,00:43:04,5,19
Running,2024-01-11 16:37:33,True,Hangzhou Running,10.01,680,00:44:36,159,170,3.4,172,179,4:27,4:02,46,44,1.3,7.4,9.6,243,4:28,371,0.0,366,501,"7,684",No,00:00:02.4,11,00:44:08,00:46:49,2,13
Running,2024-01-09 16:14:39,True,Hangzhou Running,10.01,647,00:43:16,152,167,3.4,170,182,4:19,3:54,49,52,1.35,7.3,9.9,241,4:18,383,0.0,378,533,"7,408",No,00:00:01.6,11,00:43:09,00:44:35,-1,11
Running,2024-01-07 18:10:46,True,Hangzhou Running,10.02,673,00:41:59,163,177,3.8,174,184,4:11,3:39,46,51,1.37,7.1,9.7,234,4:10,398,0.0,390,534,"7,310",No,00:00:05.2,11,00:41:48,00:41:59,2,18
Running,2024-01-05 17:11:23,True,Hangzhou Running,6.24,413,00:28:10,152,163,2.8,172,180,4:31,3:57,36,21,1.28,7.4,9.5,243,4:28,366,0.0,362,504,"4,852",No,00:01:15.1,7,00:28:08,00:32:33,7,20
Running,2024-01-04 17:35:24,True,Hangzhou Running,10.0,682,00:47:22,152,169,3.1,172,188,4:44,3:55,50,40,1.22,7.7,9.3,248,4:42,350,0.0,344,488,"8,178",No,00:04:26.1,10,00:47:18,00:57:58,-3,13
Running,2024-01-03 16:55:04,True,Running,10.0,691,00:46:22,158,172,3.3,173,183,4:38,4:03,50,52,1.24,7.6,9.3,246,4:37,357,0.0,351,507,"8,046",No,00:00:00.7,11,00:46:20,00:46:22,10,21
Running,2023-12-28 14:11:41,True,Hangzhou Running,10.01,688,00:45:06,157,171,3.4,175,182,4:30,4:01,50,49,1.27,7.4,9.4,241,4:28,368,0.0,363,498,"7,884",No,00:00:02.1,11,00:45:04,00:45:06,-1,10
Running,2023-12-27 15:14:30,True,Hangzhou Running,10.01,650,00:45:22,149,161,3.1,171,181,4:32,3:51,21,24,1.28,7.4,9.5,243,4:33,355,0.0,356,444,"7,784",No,00:00:02.7,11,00:45:07,01:09:22,-1,5
Running,2023-12-26 15:14:10,True,Hangzhou Running,10.01,683,00:46:23,154,170,3.2,174,184,4:38,3:35,47,41,1.23,7.6,9.3,245,4:37,357,0.0,352,509,"8,056",No,00:00:03.8,11,00:46:20,00:56:33,8,18
Running,2023-12-20 15:09:26,True,Hangzhou Running,10.02,698,00:46:05,157,167,3.4,174,194,4:36,4:00,55,53,1.25,7.5,9.3,243,4:33,362,0.0,356,477,"8,050",No,00:00:05.8,11,00:45:59,00:46:05,-1,10
Running,2023-12-14 19:14:15,True,Hangzhou Running,10.01,674,00:44:39,155,169,3.3,171,179,4:28,3:53,21,22,1.31,7.5,9.8,245,4:26,367,0.0,366,462,"7,638",No,00:00:02.6,11,00:44:31,00:47:18,1,10
Running,2023-12-13 16:17:55,True,Hangzhou Running,10.01,653,00:45:00,151,161,3.2,173,182,4:30,3:57,18,20,1.28,7.4,9.4,240,4:25,358,0.0,356,445,"7,820",No,00:00:01.3,11,00:44:51,00:48:21,-1,5
Running,2023-11-30 16:47:57,True,Hangzhou Running,10.01,656,00:45:02,151,163,3.1,174,183,4:30,4:01,49,51,1.28,7.4,9.5,242,4:28,375,0.0,369,512,"7,806",No,00:00:04.2,11,00:44:59,00:45:16,-1,11
Running,2023-11-29 16:41:36,True,Hangzhou Running,10.01,641,00:42:50,154,163,3.2,172,181,4:17,3:20,15,15,1.35,7.2,9.7,236,4:16,384,0.0,382,537,"7,430",No,00:00:02.3,11,00:42:42,00:50:42,-2,6
Running,2023-11-28 17:01:18,True,Hangzhou Running,10.01,638,00:41:25,156,174,3.3,174,181,4:08,3:25,17,14,1.39,7.0,9.7,231,4:06,396,0.0,393,485,"7,218",No,00:00:01.8,11,00:41:10,00:44:31,-2,4
Running,2023-11-27 20:28:02,True,Hangzhou Running,10.01,664,00:45:49,152,159,3.1,171,183,4:35,4:00,12,15,1.28,7.6,9.7,247,4:33,358,0.0,356,445,"7,844",No,00:00:05.8,11,00:45:37,00:47:41,-2,4
Running,2023-11-24 15:53:36,True,Hangzhou Running,10.01,656,00:42:49,156,166,3.3,175,189,4:17,3:49,21,17,1.33,7.1,9.5,235,4:15,381,0.0,379,439,"7,522",No,00:00:01.0,11,00:42:47,00:43:11,-1,5
Running,2023-11-23 17:26:16,True,Hangzhou Running,10.01,624,00:44:17,145,155,3.0,172,179,4:25,3:50,17,20,1.32,7.4,9.7,242,4:24,368,0.0,368,464,"7,602",No,00:00:02.9,11,00:44:06,00:46:26,-5,3
Running,2023-11-22 17:10:04,True,Hangzhou Running,10.01,609,00:44:09,142,154,2.9,171,178,4:25,3:30,15,17,1.33,7.4,9.8,243,4:24,369,0.0,369,480,"7,546",No,00:00:02.4,11,00:44:04,00:47:02,3,10
