Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GAP,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Steps,Decompression,Best Lap Time,Number of Laps,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,9/25/2024 11:16,TRUE,Hangzhou Running,9.4,612,0:43:53,152,170,3.4,174,188,4:40,2:49,40,39,1.32,7.3,9.7,239,4:19,365,0,361,540,"7,618",No,01:51.5,10,0:43:49,0:51:58,12,32
Running,9/22/2024 12:46,TRUE,Running,20.02,"1,251",1:26:01,162,174,4.9,174,186,4:18,3:12,50,50,1.35,7.2,9.7,235,4:14,367,0,366,512,"14,988",No,00:05.1,21,1:25:52,1:52:10,9,33
Running,9/21/2024 13:07,TRUE,Hangzhou Running,10.01,620,0:45:14,150,169,3.4,173,179,4:31,2:49,40,25,1.31,7.5,9.7,243,4:24,358,0,356,544,"7,784",No,00:02.4,11,0:45:11,0:59:22,12,34
Running,9/20/2024 11:46,TRUE,Running,10.01,674,0:45:56,169,183,3.9,170,177,4:35,2:53,33,27,1.3,7.6,9.9,247,4:31,347,0,346,537,"7,816",No,00:00.8,11,0:45:54,1:21:26,2,25
Running,9/18/2024 9:43,TRUE,Hangzhou Running,10.01,665,0:44:16,173,184,4.3,173,179,4:25,3:59,7,15,1.3,7.4,9.6,240,4:25,352,0,350,428,"7,644",No,00:01.8,11,0:44:09,1:08:03,20,40
Running,9/17/2024 9:45,TRUE,Hangzhou Running,10.01,632,0:43:32,161,180,3.6,172,179,4:21,3:18,38,23,1.34,7.4,9.8,241,4:18,369,0,365,539,"7,482",No,00:01.1,11,0:43:19,1:10:52,8,30
Running,9/16/2024 13:21,TRUE,Hangzhou Running,10.01,619,0:43:28,158,172,3.7,171,184,4:21,3:41,8,20,1.34,7.4,9.9,240,4:20,360,0,358,462,"7,470",No,00:02.5,11,0:43:15,1:03:29,14,36
Running,9/15/2024 11:41,TRUE,Hangzhou Running,10,643,0:43:48,164,184,3.8,174,186,4:23,3:18,42,26,1.33,7.3,9.6,237,4:11,368,0,361,497,"7,640",No,00:01.5,11,0:43:47,1:17:31,4,27
Running,9/14/2024 11:27,TRUE,Hangzhou Running,10,680,0:48:19,157,181,3.7,172,186,4:50,3:02,43,34,1.29,7.6,9.7,244,4:19,352,0,344,568,"8,322",No,04:15.4,10,0:48:09,1:09:09,-1,22
Running,9/11/2024 12:40,TRUE,Hangzhou Running,6,419,0:29:22,162,180,3.5,169,175,4:54,4:23,24,21,1.21,8,9.6,256,4:42,320,0,315,389,"4,962",No,04:43.9,6,0:29:16,0:51:20,21,39
Running,9/10/2024 20:28,TRUE,Running,10,652,0:48:58,151,170,3.5,169,179,4:54,1:45,56,46,1.26,7.9,9.8,252,4:41,349,0,341,848,"8,286",No,00:01.1,11,0:48:55,0:56:32,12,39
Running,9/9/2024 9:43,TRUE,Hangzhou Running,5.6,381,0:26:48,162,178,3.4,173,180,4:47,3:04,50,35,1.29,7.5,9.7,243,4:24,370,0,360,561,"4,618",No,02:37.3,6,0:26:41,0:26:48,17,33
Running,4/12/2024 18:10,TRUE,Hangzhou Running,10.05,639,0:43:40,150,168,3.6,170,179,4:21,3:49,52,44,1.35,7.5,10.2,245,4:20,371,0,365,509,"7,418",No,00:14.0,11,0:43:24,0:43:40,6,20
Running,4/9/2024 14:38,TRUE,Hangzhou Running,10.01,643,0:41:49,161,175,3.7,173,179,4:11,3:09,52,44,1.38,7.2,10,236,4:09,384,0,380,509,"7,200",No,00:01.6,11,0:41:47,0:41:49,-20,-8
Running,4/8/2024 17:26,TRUE,Hangzhou Running,11.01,711,0:48:04,156,171,3.7,172,177,4:22,3:58,40,36,1.33,7.4,9.9,242,4:20,365,0,362,485,"8,254",No,00:02.4,12,0:48:00,0:48:04,6,16
Running,4/6/2024 20:52,TRUE,Hangzhou Running,10.01,659,0:45:17,153,168,3.4,170,177,4:31,3:56,47,43,1.31,7.7,10,249,4:29,357,0,352,473,"7,672",No,00:02.3,11,0:45:14,0:45:17,4,16
Running,4/5/2024 8:17,TRUE,Hangzhou Running,15.01,936,1:07:28,148,164,3.4,173,180,4:30,3:39,76,73,1.29,7.5,9.7,244,4:28,356,0,352,484,"11,620",No,00:02.1,16,1:07:23,1:07:28,3,14
Running,4/1/2024 18:10,TRUE,Hangzhou Running,10.01,611,0:47:17,138,151,2.8,167,188,4:43,4:13,23,21,1.27,7.9,10,254,4:42,335,0,333,397,"7,916",No,00:01.3,11,0:47:05,1:09:50,0,10
Running,3/31/2024 18:13,TRUE,Hangzhou Running,10.01,653,0:45:16,153,170,3.3,166,183,4:31,3:44,39,39,1.32,7.7,10.1,249,4:29,355,0,348,511,"7,614",No,00:02.2,11,0:45:01,0:46:04,3,13
Running,3/30/2024 14:59,TRUE,Hangzhou Running,15.01,"1,029",1:07:00,168,182,4.3,170,176,4:28,3:53,62,69,1.32,7.5,9.9,245,4:26,360,0,355,491,"11,418",No,00:02.1,16,1:06:54,1:12:59,4,16
Running,3/28/2024 15:56,TRUE,Hangzhou Running,15.01,967,1:06:40,154,172,3.8,171,178,4:27,3:33,66,62,1.32,7.5,9.9,245,4:26,360,0,356,497,"11,392",No,00:02.3,16,1:06:36,1:14:31,-1,9
Running,3/26/2024 18:04,TRUE,Hangzhou Running,10,630,0:46:40,146,158,3,169,230,4:40,3:53,41,39,1.26,7.7,9.8,250,4:37,342,0,339,479,"7,932",No,00:00.8,11,0:46:34,0:49:27,-3,7
Running,3/23/2024 17:03,TRUE,Hangzhou Running,10.01,631,0:44:59,151,161,3.2,169,176,4:30,3:56,19,15,1.32,7.6,10,247,4:29,349,0,349,424,"7,604",No,00:01.9,11,0:44:54,0:49:51,4,13
Running,3/22/2024 17:26,TRUE,Hangzhou Running,10.01,631,0:42:16,158,175,3.6,171,179,4:13,3:43,44,43,1.38,7.3,10.1,239,4:12,381,0,375,522,"7,246",No,00:01.8,11,0:42:13,0:42:16,3,12
Running,3/21/2024 16:52,TRUE,Hangzhou Running,10,620,0:45:57,148,164,3.1,166,179,4:36,3:23,20,22,1.29,7.6,9.8,247,4:35,342,0,339,457,"7,762",No,04:22.6,10,0:45:43,1:15:54,16,24
Running,3/20/2024 16:51,TRUE,Hangzhou Running,10,608,0:45:53,143,153,3,168,207,4:35,3:37,24,26,1.3,7.6,9.9,248,4:31,346,0,342,434,"7,764",No,04:23.2,10,0:45:16,1:09:39,0,9
Running,3/19/2024 17:47,TRUE,Hangzhou Running,10,613,0:46:01,145,159,3.1,167,209,4:36,4:01,24,23,1.29,7.7,10,250,4:35,340,0,339,420,"7,736",No,00:02.0,11,0:45:51,1:03:04,1,8
Running,3/18/2024 19:03,TRUE,Hangzhou Running,10,625,0:47:35,145,157,3,172,182,4:45,3:58,49,46,1.22,7.8,9.6,251,4:44,335,0,332,451,"8,150",No,00:00.2,11,0:47:33,0:47:35,2,17
Running,3/17/2024 13:27,TRUE,Hangzhou Running,10.01,643,0:44:17,157,171,3.5,172,183,4:25,4:04,52,52,1.31,7.5,9.8,242,4:23,363,0,357,479,"7,634",No,00:01.4,11,0:44:16,0:44:17,0,12
Running,3/16/2024 17:24,TRUE,Hangzhou Running,10.01,609,0:43:03,153,169,3.4,171,179,4:18,3:46,13,13,1.36,7.3,9.9,240,4:16,366,0,364,426,"7,378",No,00:01.4,11,0:42:50,0:44:22,3,7
Running,3/15/2024 16:30,TRUE,Hangzhou Running,10.01,656,0:45:21,158,173,3.4,172,184,4:32,3:29,49,45,1.28,7.6,9.6,245,4:30,352,0,348,496,"7,808",No,00:02.5,11,0:45:16,0:54:10,6,17
Running,3/14/2024 14:45,TRUE,Running,10.01,662,0:44:21,164,176,3.7,174,181,4:26,3:48,45,43,1.29,7.4,9.6,241,4:24,359,0,354,490,"7,702",No,00:02.4,11,0:44:18,0:44:21,-1,11
Running,3/13/2024 15:08,TRUE,Hangzhou Running,10,650,0:45:58,156,169,3.1,172,186,4:36,4:04,49,49,1.26,7.6,9.6,246,4:36,348,0,344,468,"7,902",No,04:16.4,10,0:45:50,1:09:26,9,20
Running,3/12/2024 15:16,TRUE,Hangzhou Running,10,653,0:41:53,170,182,4,173,180,4:11,3:41,55,57,1.38,7.2,9.9,236,4:10,382,0,376,505,"7,248",No,00:00.8,11,0:41:39,0:41:53,5,15
Running,3/11/2024 18:56,TRUE,Hangzhou Running,10.01,622,0:45:24,149,169,3.3,172,179,4:32,3:58,48,46,1.28,7.6,9.7,246,4:30,353,0,348,489,"7,794",No,00:01.6,11,0:45:22,0:45:24,7,18
Running,3/10/2024 17:45,TRUE,Hangzhou Running,10.01,651,0:46:31,154,175,3.4,173,189,4:39,4:04,50,46,1.25,7.7,9.5,247,4:36,343,0,339,490,"8,024",No,00:01.9,11,0:46:14,0:47:47,3,15
Running,3/9/2024 15:38,TRUE,Hangzhou Running,10.01,683,0:45:50,166,178,3.5,172,180,4:35,4:01,17,14,1.27,7.6,9.6,245,4:33,344,0,342,412,"7,888",No,00:01.9,11,0:45:43,0:57:47,5,10
Running,3/8/2024 14:32,TRUE,Hangzhou Running,10,596,0:43:16,149,158,3.2,171,184,4:20,3:50,47,45,1.35,7.4,9.9,241,4:20,369,0,363,523,"7,424",No,00:00.7,11,0:43:07,0:43:16,1,10
Running,3/7/2024 15:58,TRUE,Hangzhou Running,10.01,636,0:42:55,160,177,3.7,169,182,4:17,3:28,47,44,1.38,7.5,10.3,244,4:16,377,0,371,501,"7,248",No,00:02.7,11,0:42:53,0:42:55,10,21
Running,3/5/2024 17:10,TRUE,Hangzhou Running,10,668,0:46:15,161,191,3.5,171,179,4:38,3:41,46,49,1.27,7.7,9.7,248,4:35,353,0,348,489,"7,902",No,04:25.5,10,0:46:07,0:51:27,5,19
Running,3/4/2024 18:40,TRUE,Hangzhou Running,10.01,666,0:47:35,156,169,3.4,171,177,4:45,4:08,46,43,1.23,7.8,9.6,251,4:43,339,0,333,462,"8,134",No,00:01.1,11,0:47:18,0:47:35,-4,7
Running,3/3/2024 14:43,TRUE,Hangzhou Running,10.01,672,0:46:07,160,171,3.6,170,181,4:36,3:55,33,30,1.28,7.7,9.9,249,4:34,348,0,345,492,"7,834",No,00:01.3,11,0:45:56,0:46:58,2,12
Running,2/29/2024 16:32,TRUE,Hangzhou Running,10.1,619,0:43:16,159,180,3.4,171,184,4:17,1:24,53,56,1.26,7.7,9.7,249,4:28,354,0,335,"1,270","7,386",No,00:28.5,11,0:42:18,0:50:28,1,20
Running,2/19/2024 13:03,TRUE,Hangzhou Running,10.01,681,0:46:27,167,181,3.5,169,191,4:38,3:52,23,25,1.28,7.7,9.9,250,4:37,342,0,341,436,"7,870",No,00:01.7,11,0:46:15,0:57:24,10,20
Running,2/18/2024 16:14,TRUE,Hangzhou Running,10.01,682,0:44:17,171,185,3.9,170,178,4:25,3:42,42,45,1.33,7.6,10,246,4:24,363,0,358,495,"7,512",No,00:01.6,11,0:44:15,0:44:26,-3,7
Running,2/16/2024 12:41,TRUE,Hangzhou Running,10.01,668,0:45:03,160,172,3.4,171,177,4:30,3:54,49,37,1.3,7.6,9.8,245,4:27,359,0,355,485,"7,720",No,00:03.1,11,0:44:56,1:06:38,4,24
Running,2/12/2024 12:33,TRUE,Hangzhou Running,10,711,0:45:33,168,180,3.5,173,178,4:33,3:48,51,42,1.27,7.5,9.5,244,4:30,367,0,363,486,"7,870",No,00:00.8,11,0:45:30,0:54:34,4,19
Running,2/11/2024 15:06,TRUE,Hangzhou Running,10.06,696,0:42:47,168,181,3.9,173,179,4:15,3:48,44,44,1.36,7.2,9.8,237,4:15,392,0,386,533,"7,402",No,00:16.1,11,0:42:33,0:42:47,-1,10
Running,2/10/2024 12:42,TRUE,Hangzhou Running,10.01,698,0:44:05,164,178,3.7,172,181,4:24,3:38,47,40,1.3,7.3,9.6,240,4:23,381,0,375,517,"7,646",No,00:01.5,11,0:43:58,0:44:05,2,14
Running,1/30/2024 10:48,TRUE,Hangzhou Running,10.01,687,0:44:57,158,174,3.5,174,181,4:29,4:03,45,39,1.28,7.4,9.5,243,4:27,371,0,367,512,"7,774",No,00:02.9,11,0:44:55,0:44:57,1,13
Running,1/16/2024 10:32,TRUE,Hangzhou Running,10.01,683,0:45:48,157,172,3.3,173,179,4:34,4:12,56,51,1.27,7.5,9.5,245,4:32,367,0,362,510,"7,892",No,00:02.6,11,0:45:39,0:45:48,2,15
Running,1/14/2024 11:22,TRUE,Hangzhou Running,10.01,671,0:44:00,156,170,3.4,173,180,4:24,3:23,52,46,1.31,7.4,9.7,241,4:21,381,0,376,505,"7,612",No,00:02.0,11,0:43:57,0:44:00,1,14
Running,6/8/2024 11:35,TRUE,Hangzhou Running,10.01,675,0:43:52,161,174,3.7,172,179,4:23,4:02,21,20,1.32,7.4,9.8,241,4:23,358,0,356,437,"7,566",No,00:01.2,11,0:43:46,0:46:51,5,14
Running,6/7/2024 14:26,TRUE,Hangzhou Running,10,666,0:45:42,149,162,3.4,170,182,4:34,3:41,24,20,1.29,7.5,9.7,244,4:31,346,0,342,457,"7,816",No,00:01.9,11,0:45:13,1:14:00,4,19
Running,6/6/2024 20:33,TRUE,Running,10.01,659,0:46:31,148,161,3.3,168,174,4:39,4:11,28,30,1.28,7.9,10.1,254,4:39,342,0,340,449,"7,806",No,00:01.9,11,0:46:27,0:46:31,4,13
Running,6/4/2024 20:09,TRUE,Hangzhou Running,10,656,0:44:54,149,176,3.6,170,184,4:29,3:36,37,35,1.31,7.6,9.9,247,4:28,356,0,351,488,"7,642",No,00:01.9,11,0:44:49,0:46:46,2,13
Running,6/3/2024 19:34,TRUE,Hangzhou Running,10.01,671,0:47:07,148,161,3.4,169,182,4:42,4:06,30,30,1.26,7.9,9.9,254,4:41,340,0,335,455,"7,946",No,00:02.3,11,0:47:04,0:47:07,6,16
Running,6/2/2024 20:10,TRUE,Hangzhou Running,10.01,664,0:48:18,145,159,3.2,169,177,4:50,4:05,36,31,1.23,8,9.8,255,4:48,331,0,328,432,"8,154",No,00:02.6,11,0:48:13,0:49:37,5,15
Running,6/1/2024 12:54,TRUE,Hangzhou Running,10,669,0:43:38,156,171,3.7,173,183,4:22,3:44,47,44,1.32,7.4,9.8,241,4:20,366,0,361,496,"7,532",No,00:00.7,11,0:43:36,0:43:38,6,17
Running,5/29/2024 20:39,TRUE,Hangzhou Running,10.01,632,0:46:55,140,154,3,169,181,4:41,4:12,43,42,1.26,7.8,9.8,252,4:40,341,0,337,467,"7,942",No,00:01.9,11,0:46:50,0:56:48,7,18
Running,5/28/2024 19:11,TRUE,Hangzhou Running,10.02,660,0:44:03,153,163,3.6,171,181,4:24,4:04,11,14,1.33,7.5,9.9,243,4:23,356,0,354,401,"7,546",No,00:02.8,11,0:43:56,0:45:06,4,11
Running,5/27/2024 16:33,TRUE,Hangzhou Running,10.01,628,0:44:20,142,153,3.3,171,181,4:26,3:41,42,43,1.32,7.6,10,245,4:25,367,0,362,506,"7,560",No,00:01.9,11,0:44:11,0:44:20,2,13
Running,5/24/2024 19:03,TRUE,Hangzhou Running,10,684,0:44:57,159,171,3.7,168,176,4:30,3:43,33,36,1.32,7.7,10.2,250,4:28,358,0,354,465,"7,560",No,00:01.2,11,0:44:51,0:45:03,3,13
Running,5/23/2024 20:37,TRUE,Hangzhou Running,10,658,0:46:52,146,161,3.2,169,176,4:41,4:19,46,47,1.26,7.9,9.9,253,4:40,343,0,339,459,"7,908",No,00:01.2,11,0:46:51,0:46:52,6,15
Running,5/22/2024 20:33,TRUE,Hangzhou Running,10,651,0:46:28,146,158,3.2,170,177,4:39,3:54,37,35,1.27,7.8,9.9,251,4:37,345,0,341,474,"7,882",No,00:01.3,11,0:46:25,0:47:05,10,21
Running,5/21/2024 18:19,TRUE,Hangzhou Running,10.01,644,0:43:39,153,165,3.5,171,179,4:22,3:49,17,16,1.34,7.4,9.9,242,4:21,361,0,358,441,"7,484",No,00:02.6,11,0:43:35,0:46:22,4,9
Running,5/20/2024 17:05,TRUE,Hangzhou Running,10.01,665,0:44:18,157,171,3.6,171,177,4:26,4:07,42,44,1.32,7.6,10,245,4:25,361,0,357,475,"7,562",No,00:01.6,11,0:44:16,0:44:18,5,15
Running,5/19/2024 8:20,TRUE,Hangzhou Running,10.01,694,0:44:27,166,180,3.9,170,177,4:27,3:41,37,39,1.32,7.6,10,246,4:25,360,0,357,454,"7,550",No,00:01.1,11,0:44:24,0:44:27,1,12
Running,5/17/2024 15:10,TRUE,Hangzhou Running,10.01,677,0:43:48,164,176,3.8,171,177,4:23,3:50,35,33,1.33,7.5,9.9,243,4:22,365,0,362,483,"7,498",No,00:01.9,11,0:43:45,0:49:39,4,13
Running,5/16/2024 13:11,TRUE,Hangzhou Running,10.01,657,0:43:57,156,165,3.5,172,178,4:23,3:49,22,15,1.32,7.4,9.8,242,4:22,359,0,358,421,"7,556",No,00:02.1,11,0:43:46,0:45:53,5,15
Running,5/15/2024 20:52,TRUE,Hangzhou Running,10.01,658,0:45:29,149,172,3.5,170,180,4:33,3:33,43,41,1.29,7.7,9.9,249,4:31,354,0,348,530,"7,728",No,00:01.7,11,0:45:22,0:45:29,7,16
Running,5/14/2024 19:05,TRUE,Hangzhou Running,10.01,635,0:48:16,138,153,3,169,177,4:49,4:12,31,32,1.23,7.9,9.7,253,4:47,330,0,326,439,"8,174",No,00:02.8,11,0:48:01,0:49:56,0,10
Running,1/13/2024 14:20,TRUE,Hangzhou Running,10.01,683,0:42:57,163,175,3.6,172,181,4:18,3:41,48,43,1.36,7.3,9.9,240,4:14,392,0,386,536,"7,364",No,00:01.6,11,0:42:50,0:43:04,5,19
Running,1/11/2024 16:37,TRUE,Hangzhou Running,10.01,680,0:44:36,159,170,3.4,172,179,4:27,4:02,46,44,1.3,7.4,9.6,243,4:28,371,0,366,501,"7,684",No,00:02.4,11,0:44:08,0:46:49,2,13
Running,1/9/2024 16:14,TRUE,Hangzhou Running,10.01,647,0:43:16,152,167,3.4,170,182,4:19,3:54,49,52,1.35,7.3,9.9,241,4:18,383,0,378,533,"7,408",No,00:01.6,11,0:43:09,0:44:35,-1,11
Running,1/7/2024 18:10,TRUE,Hangzhou Running,10.02,673,0:41:59,163,177,3.8,174,184,4:11,3:39,46,51,1.37,7.1,9.7,234,4:10,398,0,390,534,"7,310",No,00:05.2,11,0:41:48,0:41:59,2,18
Running,1/5/2024 17:11,TRUE,Hangzhou Running,6.24,413,0:28:10,152,163,2.8,172,180,4:31,3:57,36,21,1.28,7.4,9.5,243,4:28,366,0,362,504,"4,852",No,01:15.1,7,0:28:08,0:32:33,7,20
Running,1/4/2024 17:35,TRUE,Hangzhou Running,10,682,0:47:22,152,169,3.1,172,188,4:44,3:55,50,40,1.22,7.7,9.3,248,4:42,350,0,344,488,"8,178",No,04:26.1,10,0:47:18,0:57:58,-3,13
Running,1/3/2024 16:55,TRUE,Running,10,691,0:46:22,158,172,3.3,173,183,4:38,4:03,50,52,1.24,7.6,9.3,246,4:37,357,0,351,507,"8,046",No,00:00.7,11,0:46:20,0:46:22,10,21
Running,12/28/2023 14:11,TRUE,Hangzhou Running,10.01,688,0:45:06,157,171,3.4,175,182,4:30,4:01,50,49,1.27,7.4,9.4,241,4:28,368,0,363,498,"7,884",No,00:02.1,11,0:45:04,0:45:06,-1,10
Running,12/27/2023 15:14,TRUE,Hangzhou Running,10.01,650,0:45:22,149,161,3.1,171,181,4:32,3:51,21,24,1.28,7.4,9.5,243,4:33,355,0,356,444,"7,784",No,00:02.7,11,0:45:07,1:09:22,-1,5
Running,12/26/2023 15:14,TRUE,Hangzhou Running,10.01,683,0:46:23,154,170,3.2,174,184,4:38,3:35,47,41,1.23,7.6,9.3,245,4:37,357,0,352,509,"8,056",No,00:03.8,11,0:46:20,0:56:33,8,18
Running,12/20/2023 15:09,TRUE,Hangzhou Running,10.02,698,0:46:05,157,167,3.4,174,194,4:36,4:00,55,53,1.25,7.5,9.3,243,4:33,362,0,356,477,"8,050",No,00:05.8,11,0:45:59,0:46:05,-1,10
Running,12/14/2023 19:14,TRUE,Hangzhou Running,10.01,674,0:44:39,155,169,3.3,171,179,4:28,3:53,21,22,1.31,7.5,9.8,245,4:26,367,0,366,462,"7,638",No,00:02.6,11,0:44:31,0:47:18,1,10
Running,12/13/2023 16:17,TRUE,Hangzhou Running,10.01,653,0:45:00,151,161,3.2,173,182,4:30,3:57,18,20,1.28,7.4,9.4,240,4:25,358,0,356,445,"7,820",No,00:01.3,11,0:44:51,0:48:21,-1,5
Running,11/30/2023 16:47,TRUE,Hangzhou Running,10.01,656,0:45:02,151,163,3.1,174,183,4:30,4:01,49,51,1.28,7.4,9.5,242,4:28,375,0,369,512,"7,806",No,00:04.2,11,0:44:59,0:45:16,-1,11
Running,11/29/2023 16:41,TRUE,Hangzhou Running,10.01,641,0:42:50,154,163,3.2,172,181,4:17,3:20,15,15,1.35,7.2,9.7,236,4:16,384,0,382,537,"7,430",No,00:02.3,11,0:42:42,0:50:42,-2,6
Running,11/28/2023 17:01,TRUE,Hangzhou Running,10.01,638,0:41:25,156,174,3.3,174,181,4:08,3:25,17,14,1.39,7,9.7,231,4:06,396,0,393,485,"7,218",No,00:01.8,11,0:41:10,0:44:31,-2,4
Running,11/27/2023 20:28,TRUE,Hangzhou Running,10.01,664,0:45:49,152,159,3.1,171,183,4:35,4:00,12,15,1.28,7.6,9.7,247,4:33,358,0,356,445,"7,844",No,00:05.8,11,0:45:37,0:47:41,-2,4
Running,11/24/2023 15:53,TRUE,Hangzhou Running,10.01,656,0:42:49,156,166,3.3,175,189,4:17,3:49,21,17,1.33,7.1,9.5,235,4:15,381,0,379,439,"7,522",No,00:01.0,11,0:42:47,0:43:11,-1,5
Running,11/23/2023 17:26,TRUE,Hangzhou Running,10.01,624,0:44:17,145,155,3,172,179,4:25,3:50,17,20,1.32,7.4,9.7,242,4:24,368,0,368,464,"7,602",No,00:02.9,11,0:44:06,0:46:26,-5,3
Running,11/22/2023 17:10,TRUE,Hangzhou Running,10.01,609,0:44:09,142,154,2.9,171,178,4:25,3:30,15,17,1.33,7.4,9.8,243,4:24,369,0,369,480,"7,546",No,00:02.4,11,0:44:04,0:47:02,3,10
